Дата выпуска,Название,Ссылка,Описание,Суммарное кол-во просмотров
12.05.2021,На казарменном положении,https://m-zh.ru/muzhskoe-zhenskoe-12-05-2021-segodnyashnij-vypusk.html,"Старинное здание в центре Твери напоминает дом из фильмов ужасов. Казармы имени Берга построенные в стиле модерн в 1901 году когда-то были гордостью Твери. Сейчас в этом здании находится муниципальное общежитие, где проживают более сотни семей. В доме давно отключили газ и душ, а в туалет жители вынуждены ходить в соседний ресторан или прямо на улицу.  1 апреля в общежитии рухнула стена, но, несмотря на это, власти не признали дом аварийным, чтобы не расселять жильцов. Как получилось, что историческое здание стало опасным для жизни? Почему не все жители старинного дома хотят оттуда уезжать и правда ли, что собственники квартир могут попасть в тюрьму за ремонт своего жилья?",0
11.05.2021,"И, значит, нам нужна одна победа…",https://m-zh.ru/muzhskoe-zhenskoe-11-05-2021-segodnyashnij-vypusk.html,"В этом году наша страна празднует 76 лет победы в Великой Отечественной войне. Мы проехали от Урала до Черного моря, чтобы из первых уст услышать все истории тех, кто пережил немецкую оккупацию, пережил блокаду, пережил концлагерь.",0
30.04.2021,Любовь Успенская: откровенное интервью,https://m-zh.ru/muzhskoe-zhenskoe-30-04-2021-segodnyashnij-vypusk.html,"В жизни Любови Успенской новые потрясения — муж певицы подает на раздел имущества. Александр Плаксин требует от Успенской половину всего ее многомиллионного состояния. Устав бороться с мужем в одиночку, певица обратилась за помощью к Александру Гордону и Юлии Барановской. Сегодня в студии «Мужского Женского» одна из самых певиц российской эстрады расскажет всю правду о конфликте с мужем и впервые расскажет о том, чем закончился скандал с дочерью, куда она пропала и кого поддерживает в конфликте отца и матери.",0
29.04.2021,Папина дочка,https://m-zh.ru/muzhskoe-zhenskoe-29-04-2021-papina-dochka.html,"В редакцию «Мужского/Женского» обратилась 33-летняя жительница Костромской области Александра Березина. Женщина умоляет спасти ее мужа от уголовной ответственности. Как утверждает Александра, из-за прошлых обид ее мать хочет посадить зятя за преступление, которого он не совершал.  Наталья Смирнова отрицает обвинение дочери и считает, что ее зять виновен в домогательствах к внучке и должен за это сидеть. Почему мать разрушила семью своей дочери? Виновен ли муж Александры в страшном преступлении. И какую правду скрывает Наталья Смирнова?",4067
29.04.2021,Полный близнец,https://m-zh.ru/muzhskoe-zhenskoe-29-04-2021-segodnyashnij-vypusk.html,"Они грабят и получают судимость, они пьют и курят, они спят с парнями. Им 24 года на двоих. Бабушка девочек Валентина Ивановна считает, что родная мать не в состоянии нормально воспитать их, но мать детей Ольга Августинович с обвинениями бывшей свекрови не согласна. Сегодня в студии «Мужского/Женского» мы постараемся понять — кто виноват, что 12-летние близняшки ведут образ жизни взрослых уголовников. Почему органы опеки оказались бессильны и не могут решить проблему? И что скрывал родной отец детей, когда убегал из дома перед приездом съемочной группы?",0
28.04.2021,Заводной апельсин,https://m-zh.ru/muzhskoe-zhenskoe-28-04-2021-zavodnoj-apelsin.html,"С 2017 года жизнь жителей дома №2 по улице Ильича в Архангельске стала невыносимой. Все дело в том, что три года назад в этот дом переселили Ларису Сорокину с ее внуками, которые находятся у нее под опекой. Органы опеки считают, что пенсионерка не справляется с детьми, поэтому порекомендовали отдать одного в приют.  Однако такую тяжелую судьбу Лариса Анатольевна выбрала сама, когда собственными руками лишила родного сына родительских прав на детей. Сегодня в студии «Мужского/Женского» мы узнаем, действительно ли Лариса Сорокина не может справиться с внуками? Почему она лишила сына родительских прав? И что пытались скрыть от журналистов органы опеками?",0
28.04.2021,Вендетта по-краснодарски,https://m-zh.ru/muzhskoe-zhenskoe-28-04-2021-segodnyashnij-vypusk.html,"Ночью неизвестные проникли в сарай и убили его обитателей. Евгения Савчук в убийстве скота подозревает двух бывших мужей, которые вступили в сговор, чтобы оставить ее без средств к существованию. Андрея Ермакова считают организатором преступления, ведь именно он хочет забрать к себе младшую дочь Евгении Лизу.  Сегодня в студии «Мужского Женского» мы постараемся разобраться, кто и зачем убил животных. Почему все родственники Андрея ополчились против него? И из-за чего старший сын Евгений скрывается в другом городе?",0
27.04.2021,18 плюс,https://m-zh.ru/muzhskoe-zhenskoe-27-04-2021-18-plyus.html,"19-летний Сергей Пономарев и 43-летняя Надежда Андронова, несмотря на разницу в возрасте, не скрывают, что уже несколько лет любят друг друга. Но эту любовную идиллию готова разрушить родная дочь надежды Анна Андронова. Вместе с 43-летней возлюбленной Сергей готов принять и четверых детей надежды от предыдущих браков. Однако старшая дочь уверена, что молодой любовник обосновался в их семье вовсе не из-за любви к ее маме. Сегодня в студии «Мужского/Женского» мы узнаем можно ли обрести счастье с человеком, который годится в сыновья? Почему на самом деле дочь против этих отношений? И мог ли Сергей Пономарев втайне от взрослой возлюбленной закрутить роман с ее 16-летней дочерью?",0
27.04.2021,От любви до тревожной кнопки.,https://m-zh.ru/muzhskoe-zhenskoe-27-04-2021-segodnyashnij-vypusk.html,"35-летняя Мария Михайлова из Саратовской области до смерти напугана бывшим сожителем, который преследует ее и хочет лишить родительских прав на годовалого сына. С Александром Стерлиговым Мария познакомилась в Интернете. Одинокую женщину с двумя детьми не смутило криминальное прошлое нового возлюбленного. Марии так хотелось любви и ласки, что ее не напугали и предупреждения его бывших сожительниц.  Однако Александр считает, что в этих отношениях всего две жертвы — он сам и его сын Савелий. Сможет ли Мария вырваться из этих отношений? Почему Александр хочет забрать сына себе? И с кем из родителей мальчику будет лучше?",0
26.04.2021,Материнский обнал,https://m-zh.ru/muzhskoe-zhenskoe-26-04-2021-segodnyashnij-vypusk.html,"38 жителей Урюпинска называют себя пострадавшими от мошеннических действий кредитно-потребительского кооператива (КПК). Молодые мамы решили улучшить жилищные условия при помощи материнского капитала и обратились за помощью в организацию. После того как сделки были оформлены, многие остались без материнского капитала и самого жилья, но зато с кредитом.   Программа «Мужское/Женское» провела собственное расследование: как КПК обманывают людей? Какими схемами пользуются риелторы для обналичивания материнского капитала? И почему зачастую сами мамы становятся мошенницами?",0
23.04.2021,Впереди вся жизнь?,https://m-zh.ru/muzhskoe-zhenskoe-23-04-2021-vperedi-vsya-zhizn.html,"На фото 12-летняя Альбина из Краснодарского края, впереди у ребенка еще вся жизнь. В декабре прошлого года Альбина попала в больницу со страшным диагнозом менингоэнцефалит. 4 месяца за здоровье ребенка бьются врачи и отец девочки. В отличие от матери он каждый день навещает дочь и надеется на выздоровление Альбины.  Мать Альбины Марина Бабич не считает себя плохой матерью, а навестить свою дочь не может из-за сложных обстоятельств. Но даже старшая дочь Марины уверена, что она безнадежна. По словам Ирины, именно ее мать виновата в трагедии и теперь в опасности и младший брат девушки. Почему Альбина оказалась на больничной койке? Что на самом деле привело к трагедии? И зачем собственная дочь пошла войной против нерадивой матери?",0
23.04.2021,Дочь-убийца?,https://m-zh.ru/muzhskoe-zhenskoe-23-04-2021-segodnyashnij-vypusk.html,"27-летняя Настя Твердякова хочет посадить свою родную мать за убийство бабашки. Настя утверждает, что ее мать прижигала бабушку утюгом и даже ломала ей ребра. После смерти бабушки мама нашла себе новую жертву и начала постоянно истязать 11-летнюю дочь Сашу. Настя уверена, что, если сестру не спасти, ее ждет та же участь. Сама мать свою вину отрицает. Она уверена, что Настя со своим мужем-наркоманом все это придумали, для того чтобы завладеть квартирой. Сегодня в студии «Мужского/Женского» мы попробуем примирить заклятых родственников, проверим маму на полиграфе и узнаем, почему Настя сбежала от нее в 15 лет.",0
22.04.2021,Лиса Аисса,https://m-zh.ru/muzhskoe-zhenskoe-22-04-2021-lisa-aissa.html,"В 2014 году Светлана из Вологды вышла замуж за алжирца Аиссу и родила ему дочь. Светлана переехала со своим возлюбленным из Вологды во Францию, где счастливая семейная жизнь закончилась в один миг. После возвращения из Франции Светлана оказалась в кризисном центре, ведь Аисса продолжил преследование и на родине. Однако сам Аисса утверждает, что Светлана постоянно обманывала его на деньги, изменяла с другими мужчинами и давно планировала побег. Сегодня в студии «Мужского/Женского» мы узнаем, действительно ли Аисса домашний тиран. В чем он обвиняет свою русскую тещу? И почему он не может покинуть территорию Российской Федерации?",579
22.04.2021,Новая жизнь,https://m-zh.ru/muzhskoe-zhenskoe-22-04-2021-segodnyashnij-vypusk.html,"Наталья Гусева из Рыбинска постоянно пьет и гуляет. Она выросла в семье алкоголиков и сама пьет с 15 лет, трижды сидела в тюрьме, в том числе за убийство мужа-тирана кухонным ножом. Как несовершеннолетние дети живут с такой матерью, почему Наталью не лишают родительских прав, и есть ли у нее шанс изменить свою жизнь?",0
21.04.2021,Пропадаю я…,https://m-zh.ru/muzhskoe-zhenskoe-21-04-2021-propadayu-ya.html,"У 38-летней Олеси Крутиковой из Оренбурга не жизнь, а песня, а у ее 17-летней дочери Юлианы не жизнь, а кошмар. Олеся беспробудно пьет вот уже 10 лет, но Юлиана все еще верит в то, что маму можно вылечить от алкогольной зависимости и вернуть к нормальной жизни. Пока дочь льет слезы и умоляет о помощи, мама оттягивается по полной и меняет одного любовника на другого. Как 17-летней девушке жить с такой матерью? Почему Олеся променяла дочь на бутылку и случайных мужиков? И готова ли она лечиться от зависимости?",0
21.04.2021,Шесть рублей,https://m-zh.ru/muzhskoe-zhenskoe-21-04-2021-segodnyashnij-vypusk.html,"6 рублей — именно такую сумму в качестве алиментов на сына получила 20-летняя Дарья Мраморная из Барнаула. Отец 3-летнего Ромы Сергей уверен, что таких алиментов достаточно, ведь если он платит больше, то бывшая жена тратит эти деньги вовсе не на ребенка. Да и вообще Роман считает, что Дарья плохая мать ведь большую часть жизни его сын провел с разными людьми.  Сегодня в студии «Мужского/Женского» мы разберемся, почему на самом деле мужчина не платит алименты. Кого Даша обвиняет в том, что отец не общается с сыном? И кто хочет лишить обоих родителей прав и усыновить мальчика?",0
20.04.2021,Папа против,https://m-zh.ru/muzhskoe-zhenskoe-20-04-2021-papa-protiv.html,"Надежда Лезина из Ульяновска уже полгода бьется за собственного сына Мирослава, но слезы матери не трогают отца-похитителя. Надежда уверена, что бывшего мужа меньше всего интересует здоровье сына. В борьбе за ребенка бывшие супруги не останавливаются ни перед чем.  Какие семейные тайны откроют герои в студии «Мужского/Женского»? Кто действительно забоится о ребенке, кто преследует корыстные интересы? И смогут ли они договориться или продолжат войну?",0
20.04.2021,Выпьем за Яна!,https://m-zh.ru/muzhskoe-zhenskoe-20-04-2021-segodnyashnij-vypusk.html,"45-летняя Айгуль Макарова — алкоголичка. Из-за пагубной зависимости опека забрала у нее 10-летнего сына. Айгуль обещает бросить пить ради сына. Также Айгуль хочет вернуть в свою семью дочь Юлию, которая попала под плохое влияние и стала продавать себя за деньги. Но Юлия все обвинения отрицает, а брата хочет забрать себе. По ее мнению Айгуль отвратительная мать, ведь она постоянно издевается и бьет своих детей.  Из-за постоянных скандалов Юлия даже хотела покончить с собой. Сегодня в студии «Мужского/Женского» мы выясним, кто еще претендует на мальчика. Согласится ли Айгуль вылечиться от алкогольной зависимости? И за что мать Айгуль избила сотрудников опеки?",0
19.04.2021,Просто такая сильная любовь,https://m-zh.ru/muzhskoe-zhenskoe-19-04-2021-prosto-takaya-silnaya-lyubov.html,"38-летний Сергей Кабалин из Самарской области уже больше года не живет со своей гражданской женой и все это время мужчина не может увидеть собственную дочь. Как утверждает Сергей, конфликт достиг своего апогея в январе этого года. Бывшая сожительница набросилась на него с ножом и нанесла два ранения в живот.  Сама 31-летняя Анастасия Зубкова считает себя жертвой токсичных отношений, ведь именно Сергей, по словам женщины, превратил ее жизнь в настоящий ад. Почему бывшие влюбленные вышли на тропу войны? Что происходило за закрытыми дверями в семье Сергея и Анастасии и кто в ответе за конфликт длиною в год?",175
19.04.2021,Записка матери,https://m-zh.ru/muzhskoe-zhenskoe-19-04-2021-segodnyashnij-vypusk.html,"11 лет назад жительница Камчатки Анастасия Кузьмина, будучи пьяной, написала записку в органы опеки, где отказывается от своей 2-летней дочери Саши. Уже на следующий день нерадивую мать ограничили в родительских правах, а позже ребенка изъяли из семьи. Из детского дома 3-летнюю Сашу забрали в приемную семью, где она живет до сих пор. Девочка с ужасом вспоминает родную мать, которая едва не лишила ее жизни.  Спустя 10 лет биологическая мать Саши хочет забрать ее из приемной семьи обратно себе. Кто заставил Анастасию отказаться от своей дочери? Почему 13-летняя Саша до сих пор боится за свою жизнь? И чем закончится война за ребенка родной и приемной матерей?",0
16.04.2021,Дети-крепостные,https://m-zh.ru/muzhskoe-zhenskoe-16-04-2021-deti-krepostnye.html,"На 68-летнюю Елену Егоровну Ильину ополчилось все село Варламово. Соседи уверены, что она использует своих внуков в качестве рабов, а чтобы зарабатывать на них деньги делает их инвалидами. Но сама Елена Егоровна считает себя отличной бабушкой, ведь она спасла детей от верной гибели, потому что их родная мать Наташка алкоголичка и местная проститутка.  Наталья Давно бьется в попытках вернуть детей себе, ведь с алкоголем она давно покончила, а дети просят о помощи — бабушка их избивает и заставляет работать. Сегодня в студии «Мужского/Женского» мы узнаем, за что могут посадить Наташу. Почему отец детей боится сделать ДНК? И кому достанутся два с половиной миллиона рублей?",0
16.04.2021,Без 100 грамм не разберешься,https://m-zh.ru/muzhskoe-zhenskoe-16-04-2021-segodnyashnij-vypusk.html,"Многодетные родители Владимир и Татьяна Пимурзины из самарской области живут на 560 рублей в месяц. На двоих у пары 8 детей, из которых двое несовершеннолетние. Грязный, разваливающийся дом они купили на материнский капитал. Соседи утверждают что Владимир и Татьяна алкоголики и сами во всем виноваты, а старшие дети Владимира презирают отца и хотят, чтобы его лишили родительских прав.  Как многодетная семья выживает на 560 рублей в месяц? Почему органы опеки не реагируют на обращения соседей? И можно ли помочь Владимиру и Татьяне?",953
15.04.2021,Главная бывшая,https://m-zh.ru/muzhskoe-zhenskoe-15-04-2021-glavnaya-byvshaya.html,"Многодетная мать Наталья Тучина из подмосковного города Озеры осталась после развода без дома и средств на существование. Сергей Тучин нашел новую женщину, а бывшую супругу и четверых детей выгнал на улицу. На этом Сергей не остановился. Мужчина намеревается лишить бывшую супругу родительских прав и в этом его поддерживает родной брат Натальи Александр. Почему Сергей и Наталья не смогли разойтись по-хорошему? Какую роль в их конфликте сыграла Екатерина? И кого из родителей поддерживают дети?",0
15.04.2021,Женщина года,https://m-zh.ru/muzhskoe-zhenskoe-15-04-2021-zhenshhina-goda.html,"На кадрах гордость Череповца Галина Калачева которая усыновила девятерых детей. В 2015 году мать-героиня удостоилась звания «Женщина года». Приемы у губернатора, интервью и награды — Галиной восхищались почти 20 лет. Но летом минувшего года жителей Череповца шокировала новость, что из приемной семьи опека забирает шестерых детей. Заявление на приемную мать написала старшая дочь Дарья. Она утверждает, что все эти годы Галина издевалась над детьми, жестоко избивала их и морила голодом. Мать-героиня или тиран года? Какие страшные тайны скрывает образцовая семья? И какая судьба ждет приемных детей Галины Калачевой?",0
14.04.2021,"Я художник, я так вижу",https://m-zh.ru/muzhskoe-zhenskoe-14-04-2021-ya-hudozhnik-ya-tak-vizhu.html,"Анна Гудошникова из Калужской области в очередной раз пытается вывести из запоя родную мать Наталию Евсееву, бывшую художницу, которая променяла творчество на алкоголь.  Больше всего Анна боится за родных братьев 5-летнего Шамиля и Руслана. Сама мать уверяет, что уже встала на путь исправления, но соседи не верят в чудо и считают, что детей нужно срочно изымать из семьи. Как поверить пьющей матери на слово, когда решается судьба двух 5-летних детей?",0
14.04.2021,Привидение из Перми,https://m-zh.ru/muzhskoe-zhenskoe-14-04-2021-prividenie-iz-permi.html,"Мария Кулик примерно полтора года назад рассталась с молодым человеком. После этого ее жизнь превратилась в ад. Бывший сожитель Марии преследует ее, ее отца и дочку Василину, нападает на них на улице, а также бьет окна в их квартире, портит стены и перерезает провода. Зачем вот уже полгода он измывается над матерью-одиночкой? И кто сможет его остановить?",0
13.04.2021,Тетрадь смерти,https://m-zh.ru/muzhskoe-zhenskoe-13-04-2021-tetrad-smerti.html,"Когда Вера Мишина в 2010 году выдавала замуж свою дочь Юлию, она и представить не могла, что отдает ее в руки убийцы. Однако сам Дмитрий считает себя хорошим отцом. Он утверждает, что все эти побои бабушка нанесла Вадиму сама, чтобы оболгать его в суде. В студии «Мужского/Женского» мы узнаем, действительно ли Дмитрий виноват в смерти Юлии? Находится ли в опасности 10-летний Вадим? И чего на самом деле добивается Вера Мишина?",0
13.04.2021,Я убью твою дочь,https://m-zh.ru/muzhskoe-zhenskoe-13-04-2021-ya-ubyu-tvoyu-doch.html,"Говорят, от любви до ненависти один шаг. Это точно понял отец 7-месячной Насти, именно поэтому мужчина забрал ребенка и намерен лишить мать родительских прав. Однако сама Татьяна уверена, что отец не может воспитывать детей, потому что имеет определенные наклонности.  Какая судьба ждет 7-месячную малышку? Кто из родителей переходит все грани? И почему первая жена Андрея опасается за жизнь и своих детей?",82
12.04.2021,Ребенок из преисподней,https://m-zh.ru/muzhskoe-zhenskoe-12-04-2021-rebenok-iz-preispodnej.html,"На видеокадрах спасатели вызволяют из закрытой квартиры 7-летнего Артема Потапова, родная мама заперла его дома и исчезла на стуки. После освобождения почти две недели Артем находится в специальном приюте, но мать не торопится забирать его домой. Сестра Кристины Потаповой просит помочь ей образумить родного человека, но соседи давно поставили на ней крест. В квартире постоянные пьянки, а ребенок предоставлен сам себе. В студии «Мужского/Женского» попытаются понять, почему при живых родственниках мальчик уже несколько недель живет в приюте. Где пропадала блудная мать и действительно ли Кристине нельзя возвращать ребенка?",1073
12.04.2021,Сведение счетов,https://m-zh.ru/muzhskoe-zhenskoe-12-04-2021-svedenie-schetov.html,"Вот уже два года две матери из Краснодарского края пытаются доказать, что их сыновья не совершали преступления, за которые их могут посадить в тюрьму. Их детей обвинили в похищении несовершеннолетней школьницы. В ходе следствия девушка подтвердила факт похищения и подписала все бумаги, но почти сразу поменяла показания, заявив, что похищения не было, а все показания были даны под давлением следствия. Сегодня в студии «Мужского/Женского» соберутся все участники этого громкого дела, чтобы выяснить было похищение или нет.",0
09.04.2021, Все против Веры,https://m-zh.ru/muzhskoe-zhenskoe-09-04-2021-vse-protiv-very.html,"От многодетного отца Александра Трифилова из Владимирской области 4 года назад ушла жена, оставив с ним двоих малолетних детей. Вера Трефилова забрала младшую дочь и ушла к другому мужчине, позабыв о 9-летнем Леше и 8-летней Наташе. При этом Вера считает себя хорошей матерью и надеется, что дети простят ее и захотят с ней жить.  Александр не верит ни единому слову бывшей супруги и намерен лишить ее родительских прав. Почему все эти годы Вера не интересовалась своими детьми? Смогут ли Леша и Наташа простить свою мать, и в какой семье им будет лучше?",0
09.04.2021,Ромео и Джульетта XXI века,https://m-zh.ru/muzhskoe-zhenskoe-09-04-2021-romeo-i-dzhuletta-xxi-veka.html,"В жизни 18-летнего Андрея Телегина из Ярославской области кипят настоящие шекспировские страсти. Он мечтает жениться на 17-летней возлюбленной Любе, но ее семья категорически против. Родственники парня наоборот принимают девушку как родную и буквально отвоевывают ее. Они уверены, что мать разрушает эти отношения, потому что присмотрела для дочери более взрослого жениха. Однако мама девушки Надежда Ермолаева считает, что Андрей не достоин ее дочери, с ним она стала раздражительной, начала пить, курить и сбегать из дома. На что готова пойти мать Любы, чтобы разлучить влюбленных? Правда ли что девушка ждет ребенка и есть ли шанс у ярославских Ромео и Джульетты спасти свою любовь?",2819
08.04.2021,Соседский абьюз,https://m-zh.ru/muzhskoe-zhenskoe-08-04-2021-sosedskij-abyuz.html,"Пятикомнатная квартира в самом центре Москвы стоимостью почти 40 миллионов рублей является постоянной эпицентром соседских войн. 16-летний Аркадий Руденко не по своей воле стал блогером. Снимая и выкладывая видео скандалов со своими соседями по коммуналке, подросток старается защитить себя и свою семью.  Его мама Ольга Руденко была вынуждена променять свои 100 квадратных метров в Брянске и живет в этих 5 квадратных метрах в центре Москвы ради спасения жизни своего сына-инвалида, но ежедневные драки с соседями только ухудшают его самочувствие. Однако их соседи утверждают, что это Ольга не дает им покоя и хочет сделать все, чтобы заполучить их комнаты и стать единоличной владелицей квартиры.",0
08.04.2021,Месть за лайки,https://m-zh.ru/muzhskoe-zhenskoe-08-04-2021-mest-za-lajki.html,"Жительница Челябинской области Валентина Бармина провела шесть счастливых месяцев с Сергеем Евтушенко. Но спустя полгода ее жизнь превратилась в настоящий ад. Как утверждает женщина, после расставания домашний тиран не отпустил ее и последние три года преследует жертву. Но сам 29-летний Сергей Евтушенко считает, что бывшая сожительница клевещет на него, ведь он борется за счастье их совместной дочери.",0
07.04.2021,Кто украл деньги у больного ребенка?,https://m-zh.ru/muzhskoe-zhenskoe-07-04-2021-kto-ukral-dengi-u-bolnogo-rebenka.html,"9-месячному Саве Бойко из Ставропольского края осенью прошлого года врачи поставили страшный диагноз — спинальная мышечная атрофия. Помочь ребенку пытались всем миром, но когда до спасения оставалось совсем немного, мошенники обманом вынудили мать отдать им более 10 миллионов рублей. Кто украл деньги у смертельно больного Савы? Как не попасться в хитрую ловушку аферистов? Причастна ли мама Савы к похищению денег? И какую тайну скрывает семья Бойко?",0
06.04.2021,ДНК для Пелевина,https://m-zh.ru/muzhskoe-zhenskoe-06-04-2021-dnk-dlya-pelevina.html,"Владимира и Наталью Пелевиных из Тюмени считали образцовой парой. Они прожили 7 лет в счастливом браке и родили четверых детей. Но семья разрушилась в один миг, как только Владимир застукал жену с любовником. Узнав об ее изменах, он начал сомневаться, что дети действительно от него и даже пытался покончить с собой.  Жена Владимира забрала детей к себе и теперь воспитывает их со своим любовником Сергеем. Несмотря на сомнения, Владимир убежден, что дети должны остаться с ним, потому что бывшая жена стала наркоманкой и вместе с любовником вымогает из него деньги. Сегодня Владимир узнает кто отец его детей с помощью ДНК-теста. Правда ли, что многодетная мать покупает наркотики на алименты и как любовь может довести до самоубийства?",0
06.04.2021,Золовкины уловки,https://m-zh.ru/muzhskoe-zhenskoe-06-04-2021-zolovkiny-ulovki.html,"Родные брат и сестра Валентина Ярмоленко и Сергей Бердников из Воронежских Солонцов уже почти год бьются не на жизнь а насмерть. Яблоком раздора стал родительский дом, который достался им после смерти матери. Причиной разлада в семье Валентина Ярмоленко считает свою невестку Людмилу. Но Людмила уверяет, что золовка просто завидует их счастливой семье и делает все чтобы испортить им жизнь.",0
05.04.2021,Адский дом,https://m-zh.ru/muzhskoe-zhenskoe-05-04-2021-adskij-dom.html,"Жители Златоуста прозвали общежитие в центре города «адским домом». Каждая минута внутри этого здания может стоить им жизни. Городские власти переселяли сюда людей из бараков и обещали им новое жилье, но решение квартирного вопроса затянулось на 20 лет.  Нечеловеческие условия в адском доме не убедили чиновников признать его аварийным. А по документам общежитие и вовсе не существует. Бывший мэр Златоуста Вячеслав Жилин обвинил самих жителей в разрушении здания. Когда люди из «адского дома» перестанут бояться своих квартир? И кто виноват, что дом превратился в руины?",0
05.04.2021,"Не лечила, вот и получила",https://m-zh.ru/muzhskoe-zhenskoe-05-04-2021-ne-lechila-vot-i-poluchila.html,"31-летняя Ксения Дубовик из Кемеровской области уже несколько недель как потеряла покой и сон. Ее двухлетнюю дочь буквально вырвали из рук и увезли в больницу в другой город. Женщина не понимает почему органы опеки не только разлучили ее с дочкой, но и хотят лишить родительских прав. Она уверяет, что тщательно следила за здоровьем ребенка и соблюдала все рекомендации врачей.",1374
02.04.2021, Зачем? За шкафом!,https://m-zh.ru/muzhskoe-zhenskoe-02-04-2021-zachem-za-shkafom-2.html,"Месяц назад от 61-летней Татьяны Забелиной ушел муж. Татьяна уверена, что супруга из семьи увела ее родная дочь Ирина! Ответные действия не заставили себя долго ждать. После драки у Ирины Борисенко органы опеки изъяли младшую дочь, ведь избиение происходило у нее на глазах. Действительно ли 62-летний Виктор Сулейманов ушел от жены к молодой падчерице? Как отреагирует родной отец 7-летней Дарины на то, что его родная дочь оказалась в детском доме?",0
02.04.2021,Любовь обернулась адом,https://m-zh.ru/muzhskoe-zhenskoe-02-04-2021-zachem-za-shkafom.html,"Артур Умалатов два года не может поговорить со своими пятью детьми даже по телефону. Артур уверяет, что свою бывшую жену он спас от нищеты, прощал ей все измены, а она отплатила ему подлой неблагодарностью и теперь планирует лишить его родительских прав. Сама же Оксана вспоминает их последние встречи с ужасом, а их любовь, по словам женщины, обернулась настоящим адом.",0
